,time_seconds,Accelaration in G Frontal,Accelaration in G Vertical,Accelaration in G Lateral,ID Antenna Sensor,RSSI,Phase,Frequency,Activity
208,290.75,0.54171,0.31923,-0.86891,2,-51.5,1.9804,922.75,3
209,290.82,0.54171,0.31923,-0.86891,2,-51.5,1.9957,922.75,3
210,291.0,0.31893,0.42258,-0.96014,2,-53.5,1.511,923.75,3
211,291.07,0.31893,0.42258,-0.96014,2,-53.5,1.5186,923.75,3
212,291.25,0.34238,0.42258,-0.94873,2,-49.5,6.0562,921.25,3
213,291.32,0.42446,0.4111,-0.93733,3,-58.5,0.8805,920.75,3
214,291.5,0.42446,0.4111,-0.93733,2,-49.5,3.2981,920.75,3
215,291.57,0.31893,0.42258,-0.96014,3,-58.5,0.8667,920.75,3
216,291.63,0.31893,0.42258,-0.96014,2,-50.5,2.597,921.75,3
217,291.75,0.33066,0.42258,-0.96014,2,-51.0,2.2795,922.25,3
218,292.0,0.42446,0.42258,-0.94873,3,-59.5,5.4963,923.25,3
219,292.25,0.42446,0.42258,-0.94873,3,-61.5,1.195,925.25,3
220,292.5,0.31893,0.42258,-0.94873,2,-49.0,3.6923,920.25,3
221,292.75,0.37756,0.42258,-0.93733,3,-62.0,0.89738,925.75,3
222,292.82,0.37756,0.42258,-0.93733,3,-60.0,4.8995,924.25,3
223,293.25,0.33066,0.42258,-0.96014,3,-59.5,5.78,922.75,3
224,293.32,0.33066,0.42258,-0.96014,3,-59.5,5.1925,923.75,3
225,293.5,0.35411,0.42258,-0.94873,3,-59.0,0.52309,921.25,3
226,293.75,0.35411,0.42258,-0.94873,2,-50.0,6.1068,921.25,3
227,293.82,0.35411,0.4111,-0.97154,3,-58.5,0.82221,920.75,3
228,294.0,0.35411,0.4111,-0.97154,2,-49.5,0.14113,920.75,3
229,294.1,0.35411,0.4111,-0.97154,2,-49.0,0.1626,920.75,3
230,294.15,0.37756,0.38813,-0.96014,2,-50.5,2.6047,921.75,3
231,294.25,0.38928,0.4111,-0.96014,3,-59.5,6.0592,922.25,3
232,294.32,0.38928,0.4111,-0.96014,3,-59.5,6.0715,922.25,3
233,294.5,0.38928,0.4111,-0.96014,2,-52.5,1.8147,923.25,3
234,295.0,0.50654,0.3422,-0.90312,2,-49.0,3.6447,920.25,3
235,295.25,0.41273,0.4111,-0.93733,3,-60.5,4.8658,924.25,3
236,295.5,0.56517,0.3422,-0.85751,2,-52.0,2.0034,922.75,3
237,296.0,0.34238,0.42258,-0.96014,2,-50.0,2.9023,921.25,3
238,296.07,0.34238,0.42258,-0.96014,2,-50.0,6.0562,921.25,3
239,296.25,0.31893,0.42258,-0.97154,3,-58.5,3.9837,920.75,3
240,296.32,0.31893,0.42258,-0.97154,2,-49.5,0.11198,920.75,3
241,296.5,0.29548,0.39961,-0.98294,2,-50.5,2.5633,921.75,3
242,296.57,0.57689,0.31923,-0.86891,2,-51.0,2.2488,922.25,3
243,296.75,0.57689,0.31923,-0.86891,3,-59.5,6.0562,922.25,3
244,296.82,0.35411,0.39961,-0.96014,3,-60.0,5.3413,923.25,3
245,297.0,0.35411,0.39961,-0.96014,2,-52.0,1.7288,923.25,3
246,297.1,0.35411,0.39961,-0.96014,3,-62.5,1.0201,925.25,3
247,297.5,0.45964,0.31923,-0.92593,3,-63.5,0.68722,925.75,3
248,297.75,0.45964,0.31923,-0.92593,3,-61.5,1.488,924.25,3
249,298.0,0.34238,0.3422,-0.94873,3,-60.5,5.4886,922.75,3
250,298.25,0.34238,0.3422,-0.94873,3,-60.0,5.5116,922.75,3
251,298.35,0.34238,0.3422,-0.94873,2,-53.5,1.4297,923.75,3
252,298.5,0.34238,0.3422,-0.94873,2,-49.5,2.7213,921.25,3
253,298.57,0.24858,0.38813,-0.99434,3,-59.5,0.26078,921.25,3
254,298.6,0.24858,0.38813,-0.99434,2,-49.5,2.7136,921.25,3
255,298.75,0.2603,0.37665,-1.0172,3,-59.0,0.58751,920.75,3
256,298.85,0.2603,0.37665,-1.0172,2,-49.0,3.0373,920.75,3
257,298.9,0.2603,0.37665,-1.0172,2,-49.0,6.1927,920.75,3
258,299.0,0.44791,0.33072,-0.94873,2,-50.5,2.4176,921.75,3
259,299.25,0.40101,0.37665,-0.96014,3,-59.5,5.8982,922.25,3
260,299.32,0.40101,0.37665,-0.96014,2,-53.0,1.6628,923.25,3
261,299.38,0.40101,0.37665,-0.96014,3,-60.0,2.1767,923.25,3
262,299.75,0.44791,0.36516,-0.92593,3,-58.5,0.90812,920.25,3
263,299.82,0.44791,0.36516,-0.92593,2,-48.5,3.3916,920.25,3
264,300.0,0.30721,0.39961,-0.98294,3,-63.0,0.81148,925.75,3
265,300.25,0.30721,0.39961,-0.98294,3,-61.5,4.7507,924.25,3
266,300.75,0.35411,0.4111,-0.97154,3,-60.5,4.9824,923.75,3
267,301.0,0.35411,0.4111,-0.97154,2,-49.5,2.6937,921.25,3
268,301.07,0.35411,0.4111,-0.97154,2,-49.5,2.6983,921.25,3
269,301.25,0.30721,0.39961,-0.97154,2,-50.0,2.3777,921.75,3
270,301.5,0.56517,0.31923,-0.86891,2,-51.0,2.1322,922.25,3
271,301.55,0.56517,0.31923,-0.86891,3,-59.5,5.8475,922.25,3
272,301.75,0.36583,0.39961,-0.97154,3,-61.0,5.2508,923.25,3
273,302.25,0.70587,0.23885,-0.8461,2,-48.5,3.41,920.25,3
274,302.32,0.29548,0.38813,-0.99434,3,-58.5,0.85443,920.25,3
275,302.5,0.29548,0.38813,-0.99434,3,-62.0,4.7109,924.25,3
276,303.0,0.36583,0.42258,-0.94873,3,-60.0,5.5576,922.75,3
277,303.07,0.36583,0.42258,-0.94873,2,-52.0,1.8561,922.75,3
278,303.5,0.48309,0.36516,-0.92593,3,-59.5,0.21169,921.25,3
279,303.57,0.48309,0.36516,-0.92593,2,-49.0,3.025,920.75,3
280,303.6,0.48309,0.36516,-0.92593,2,-49.0,3.0311,920.75,3
281,303.75,0.31893,0.39961,-0.96014,2,-49.0,6.1697,920.75,3
282,303.82,0.31893,0.39961,-0.96014,2,-50.5,2.4022,921.75,3
283,303.88,0.33066,0.37665,-0.98294,2,-50.5,2.3777,921.75,3
284,304.0,0.48309,0.36516,-0.91452,2,-51.5,2.1016,922.25,3
285,304.07,0.48309,0.36516,-0.91452,3,-60.0,5.8644,922.25,3
286,304.5,0.35411,0.38813,-0.97154,3,-59.0,0.83142,920.25,3
287,304.57,0.35411,0.38813,-0.97154,2,-48.5,3.3794,920.25,3
288,305.0,0.63552,0.28478,-0.8461,3,-61.5,1.5815,924.25,3
289,305.25,0.63552,0.28478,-0.8461,2,-51.5,1.85,922.75,3
290,305.5,0.31893,0.39961,-0.96014,3,-60.0,5.5668,922.75,3
291,305.75,0.67069,0.2733,-0.8347,3,-59.5,0.19328,921.25,3
292,305.82,0.67069,0.2733,-0.8347,2,-49.5,2.6814,921.25,3
293,306.0,0.67069,0.2733,-0.8347,2,-49.5,2.686,921.25,3
294,306.07,0.50654,0.35368,-0.90312,3,-59.0,0.54303,920.75,3
295,306.25,0.50654,0.35368,-0.90312,2,-50.5,2.3593,921.75,3
296,306.35,0.33066,0.39961,-0.96014,3,-60.0,6.1727,921.75,3
297,306.4,0.33066,0.39961,-0.96014,2,-51.5,2.0862,922.25,3
298,306.5,0.51826,0.35368,-0.89172,2,-51.5,2.0847,922.25,3
299,306.75,0.50654,0.3422,-0.90312,3,-60.0,5.2876,923.25,3
300,307.0,0.50654,0.3422,-0.90312,2,-48.5,3.3947,920.25,3
301,307.07,0.33066,0.39961,-0.96014,3,-58.5,0.88204,920.25,3
302,307.5,0.42446,0.38813,-0.93733,2,-54.0,1.221,924.25,3
303,307.75,0.50654,0.33072,-0.90312,2,-52.0,1.8515,922.75,3
304,308.0,0.50654,0.33072,-0.90312,2,-52.0,1.8362,922.75,3
305,308.08,0.31893,0.39961,-0.97154,3,-61.0,5.0023,923.75,3
306,308.25,0.41273,0.39961,-0.94873,2,-49.5,2.6737,921.25,3
307,308.5,0.33066,0.38813,-0.97154,2,-49.0,3.0204,920.75,3
308,308.6,0.31893,0.38813,-0.96014,2,-49.0,6.1651,920.75,3
309,308.63,0.35411,0.39961,-0.97154,3,-60.0,6.1451,921.75,3
310,308.75,0.35411,0.39961,-0.97154,3,-59.5,6.1313,921.75,3
311,309.0,0.35411,0.39961,-0.97154,3,-60.0,5.8583,922.25,3
312,309.5,0.30721,0.38813,-0.98294,2,-48.5,0.19635,920.25,3
313,309.58,0.36583,0.36516,-0.98294,2,-48.5,0.21629,920.25,3
314,309.63,0.36583,0.36516,-0.98294,2,-48.5,3.361,920.25,3
315,309.75,0.43619,0.36516,-0.93733,3,-62.0,4.6909,924.25,3
316,310.0,0.43619,0.36516,-0.93733,3,-62.5,1.3054,924.75,3
317,310.25,0.43619,0.36516,-0.93733,3,-60.0,5.5346,922.75,3
318,310.5,0.37756,0.37665,-0.96014,3,-61.0,4.9471,923.75,3
319,310.75,0.37756,0.37665,-0.96014,2,-50.5,2.6829,921.25,3
320,310.83,0.34238,0.36516,-0.97154,2,-50.5,2.6707,921.25,3
321,310.88,0.35411,0.35368,-0.98294,2,-50.0,6.1727,920.75,3
322,311.0,0.35411,0.35368,-0.98294,2,-49.5,6.1927,920.75,3
323,311.08,0.35411,0.35368,-0.98294,2,-49.5,3.0357,920.75,3
324,311.13,0.38928,0.35368,-1.0057,2,-51.5,2.416,921.75,3
325,311.25,0.33066,0.35368,-0.94873,3,-59.5,6.1022,921.75,3
326,311.3,0.33066,0.35368,-0.94873,3,-60.0,5.7325,922.25,3
327,311.5,0.29548,0.37665,-0.99434,3,-60.5,5.2616,923.25,3
328,311.75,0.29548,0.37665,-0.99434,2,-49.0,0.30066,920.25,3
329,311.83,0.29548,0.37665,-0.99434,2,-49.0,3.4576,920.25,3
330,312.0,0.42446,0.36516,-0.94873,3,-58.5,0.90045,920.25,3
331,312.05,0.42446,0.36516,-0.94873,3,-64.0,0.80381,925.75,3
332,312.75,0.57689,0.26182,-0.93733,2,-52.0,1.9221,922.75,3
333,312.83,0.57689,0.26182,-0.93733,3,-60.5,5.6328,922.75,3
334,313.0,0.50654,0.28478,-0.92593,2,-50.0,2.7412,921.25,3
335,313.08,0.50654,0.28478,-0.92593,2,-50.0,2.7489,921.25,3
336,313.25,0.45964,0.35368,-0.96014,3,-59.5,0.17487,921.25,3
337,313.5,0.45964,0.35368,-0.96014,3,-59.0,0.43872,920.75,3
338,313.58,0.45964,0.35368,-0.96014,2,-50.0,2.3807,921.75,3
339,313.63,0.45964,0.35368,-0.96014,2,-50.0,2.3976,921.75,3
340,313.75,0.37756,0.3422,-0.98294,2,-51.0,2.1046,922.25,3
341,313.85,0.34238,0.33072,-0.98294,3,-60.0,5.7739,922.25,3
342,314.0,0.34238,0.33072,-0.98294,2,-53.0,1.6245,923.25,3
343,314.25,0.47136,0.30775,-0.92593,2,-48.5,3.3533,920.25,3
344,314.35,0.47136,0.30775,-0.92593,2,-48.5,3.364,920.25,3
345,314.5,0.49481,0.31923,-0.92593,3,-58.0,0.7946,920.25,3
346,314.6,0.49481,0.31923,-0.92593,3,-64.0,0.7225,925.75,3
347,314.75,0.49481,0.31923,-0.92593,3,-62.0,1.5263,924.25,3
348,315.35,0.62379,0.25033,-0.89172,3,-61.0,1.7886,923.75,3
349,315.5,0.62379,0.25033,-0.89172,3,-59.5,0.13499,921.25,3
350,315.75,0.60034,0.22737,-0.90312,3,-59.0,0.45866,920.75,3
351,315.83,0.60034,0.22737,-0.90312,2,-50.0,6.1421,920.75,3
352,316.0,0.38928,0.36516,-0.94873,2,-51.5,2.3623,921.75,3
353,316.1,0.38928,0.36516,-0.94873,3,-59.5,6.0868,921.75,3
354,316.25,0.54171,0.29627,-0.94873,3,-60.5,5.7632,922.25,3
355,316.75,0.68242,0.23885,-0.86891,2,-49.0,3.295,920.25,3
356,316.83,0.28376,0.36516,-0.99434,2,-48.5,3.3257,920.25,3
357,317.0,0.29548,0.35368,-0.98294,3,-64.0,0.65194,925.75,3
358,317.5,0.33066,0.3422,-1.0057,3,-60.0,5.4917,922.75,3
359,317.75,0.33066,0.3422,-1.0057,3,-60.0,5.4656,922.75,3
360,317.83,0.33066,0.3422,-1.0057,2,-53.5,1.3806,923.75,3
361,317.88,0.33066,0.3422,-1.0057,2,-53.5,1.3668,923.75,3
362,318.0,0.29548,0.35368,-0.99434,3,-59.0,0.061359,921.25,3
363,318.05,0.29548,0.35368,-0.99434,2,-49.5,5.8107,921.25,3
364,318.1,0.29548,0.35368,-0.99434,2,-49.5,2.6753,921.25,3
365,318.25,0.44791,0.33072,-0.96014,2,-48.5,6.1605,920.75,3
366,318.38,0.29548,0.33072,-1.0057,2,-48.5,6.1497,920.75,3
367,318.43,0.29548,0.33072,-1.0057,2,-50.0,2.4007,921.75,3
368,318.5,0.33066,0.3422,-0.99434,2,-50.0,2.3593,921.75,3
369,318.55,0.29548,0.3422,-0.98294,2,-51.0,2.0877,922.25,3
370,318.75,0.38928,0.35368,-0.97154,2,-52.5,1.5769,923.25,3
371,318.83,0.38928,0.35368,-0.97154,3,-60.5,5.1174,923.25,3
372,319.25,0.37756,0.35368,-0.96014,2,-48.5,0.17794,920.25,3
373,319.33,0.29548,0.35368,-0.99434,2,-48.5,3.3456,920.25,3
374,319.38,0.29548,0.35368,-0.99434,2,-48.5,3.3563,920.25,3
375,319.5,0.7176,0.2044,-0.8119,3,-60.5,1.4557,924.25,3
376,320.0,0.30721,0.36516,-0.98294,2,-52.0,1.7902,922.75,3
377,320.08,0.30721,0.36516,-0.98294,3,-59.5,5.4686,922.75,3
378,320.5,0.40101,0.36516,-0.97154,2,-49.5,2.5648,921.25,3
379,320.58,0.40101,0.36516,-0.97154,2,-49.5,2.5648,921.25,3
380,320.75,0.51826,0.31923,-0.89172,2,-49.0,2.8762,920.75,3
381,320.83,0.51826,0.31923,-0.89172,2,-49.0,2.887,920.75,3
382,320.85,0.41273,0.37665,-0.96014,2,-50.5,2.2442,921.75,3
383,321.0,0.50654,0.30775,-0.91452,2,-51.0,1.985,922.25,3
384,321.25,0.43619,0.35368,-0.96014,2,-53.0,1.537,923.25,3
385,321.35,0.43619,0.35368,-0.96014,3,-60.0,5.1128,923.25,3
386,321.5,0.43619,0.35368,-0.96014,3,-62.0,0.90045,925.25,3
387,321.75,0.34238,0.36516,-0.97154,2,-48.5,3.2214,920.25,3
388,321.83,0.33066,0.37665,-0.99434,3,-63.0,0.66575,925.75,3
389,322.25,0.55344,0.29627,-0.90312,3,-62.5,1.0661,924.75,3
390,322.5,0.55344,0.29627,-0.90312,3,-60.0,5.3643,922.75,3
391,322.75,0.50654,0.33072,-0.89172,2,-50.0,2.5464,921.25,3
392,323.0,0.42446,0.36516,-0.94873,2,-49.5,2.9084,920.75,3
393,323.25,0.33066,0.37665,-0.97154,2,-49.5,6.0439,920.75,3
394,323.33,0.34238,0.37665,-0.98294,2,-51.0,2.2918,921.75,3
395,323.5,0.33066,0.37665,-0.97154,3,-59.5,5.7386,922.25,3
396,324.0,0.48309,0.35368,-0.91452,2,-48.5,0.10431,920.25,3
397,324.08,0.30721,0.38813,-0.99434,2,-48.5,0.092039,920.25,3
398,324.25,0.30721,0.36516,-0.98294,3,-63.5,0.6995,925.75,3
399,324.5,0.30721,0.36516,-0.98294,3,-61.5,4.6096,924.25,3
400,325.0,0.38928,0.38813,-0.96014,2,-52.5,1.7733,922.75,3
401,325.08,0.38928,0.38813,-0.96014,3,-60.5,5.4472,922.75,3
402,325.25,0.63552,0.29627,-0.85751,2,-50.0,2.4958,921.25,3
403,325.33,0.44791,0.36516,-0.93733,3,-59.0,0.14113,921.25,3
404,325.5,0.44791,0.36516,-0.93733,2,-49.0,5.9979,920.75,3
405,325.58,0.29548,0.38813,-0.99434,3,-59.0,0.42031,920.75,3
406,325.75,0.29548,0.38813,-0.99434,3,-60.0,6.05,921.75,3
407,326.0,0.48309,0.31923,-0.91452,2,-51.0,1.988,922.25,3
408,326.05,0.48309,0.31923,-0.91452,3,-60.0,5.1833,923.25,3
409,326.25,0.36583,0.38813,-0.96014,3,-63.0,0.95107,925.25,3
410,326.5,0.36583,0.38813,-0.96014,2,-48.5,0.056757,920.25,3
411,326.58,0.31893,0.38813,-0.98294,2,-48.5,0.067495,920.25,3
412,326.75,0.33066,0.38813,-0.98294,3,-63.5,0.60439,925.75,3
413,327.25,0.61207,0.28478,-0.86891,2,-52.5,1.7733,922.75,3
414,327.5,0.61207,0.28478,-0.86891,3,-60.0,5.4027,922.75,3
415,327.83,0.45964,0.36516,-0.93733,2,-50.0,2.5571,921.25,3
416,327.88,0.45964,0.36516,-0.93733,2,-49.5,2.574,921.25,3
417,328.0,0.33066,0.38813,-0.96014,2,-49.0,2.8639,920.75,3
418,328.08,0.33066,0.38813,-0.96014,2,-49.0,2.8916,920.75,3
419,328.13,0.33066,0.37665,-0.97154,3,-59.5,5.981,921.75,3
420,328.25,0.33066,0.37665,-0.97154,2,-51.5,2.0371,922.25,3
421,328.58,0.31893,0.38813,-0.97154,2,-53.0,1.5693,923.25,3
422,329.0,0.54171,0.29627,-0.89172,2,-48.5,3.2244,920.25,3
423,329.05,0.30721,0.38813,-0.98294,3,-58.0,0.69029,920.25,3
424,329.5,0.33066,0.37665,-0.97154,3,-62.5,1.1536,924.75,3
425,329.75,0.33066,0.37665,-0.97154,3,-60.0,5.3965,922.75,3
426,330.0,0.48309,0.33072,-0.91452,3,-60.5,1.7181,923.75,3
427,330.08,0.48309,0.33072,-0.91452,3,-60.5,1.7043,923.75,3
428,330.25,0.48309,0.33072,-0.91452,2,-50.0,2.5418,921.25,3
429,330.33,0.48309,0.33072,-0.91452,2,-49.5,2.5571,921.25,3
430,330.5,0.34238,0.37665,-0.98294,2,-49.0,2.8501,920.75,3
431,330.58,0.34238,0.37665,-0.98294,2,-49.0,2.8639,920.75,3
432,330.63,0.31893,0.38813,-0.97154,2,-50.5,2.2657,921.75,3
433,330.75,0.43619,0.35368,-0.96014,3,-60.0,5.6665,922.25,3
434,330.83,0.43619,0.35368,-0.96014,3,-59.5,5.6819,922.25,3
435,331.0,0.43619,0.35368,-0.96014,2,-53.0,1.5662,923.25,3
436,331.25,0.37756,0.39961,-0.96014,2,-48.5,0.087437,920.25,3
437,331.5,0.29548,0.37665,-0.98294,3,-58.5,0.67955,920.25,3
438,332.25,0.48309,0.3422,-0.91452,2,-52.5,1.7917,922.75,3
439,332.33,0.48309,0.3422,-0.91452,3,-59.5,5.4794,922.75,3
440,332.5,0.48309,0.3422,-0.91452,2,-54.5,1.3361,923.75,3
441,332.6,0.40101,0.39961,-0.94873,2,-50.0,2.5387,921.25,3
442,332.75,0.51826,0.31923,-0.91452,3,-59.0,0.10431,921.25,3
443,332.83,0.51826,0.31923,-0.91452,2,-49.0,2.9038,920.75,3
444,333.0,0.34238,0.38813,-0.97154,2,-51.0,2.3163,921.75,3
445,333.08,0.31893,0.37665,-0.98294,2,-51.0,2.3163,921.75,3
446,333.25,0.48309,0.33072,-0.92593,2,-51.5,2.0739,922.25,3
447,333.33,0.48309,0.33072,-0.92593,2,-51.5,2.0739,922.25,3
448,333.5,0.30721,0.37665,-0.98294,2,-53.5,1.6199,923.25,3
449,333.75,0.60034,0.28478,-0.86891,3,-58.0,0.7225,920.25,3
450,334.0,0.60034,0.28478,-0.86891,3,-63.5,0.64734,925.75,3
451,334.5,0.44791,0.36516,-0.92593,3,-59.5,5.4855,922.75,3
452,334.75,0.54171,0.30775,-0.86891,3,-60.5,1.8377,923.75,3
453,335.0,0.54171,0.30775,-0.86891,3,-60.5,1.761,923.75,3
454,335.08,0.54171,0.30775,-0.86891,2,-50.0,2.5924,921.25,3
455,335.25,0.31893,0.38813,-0.98294,2,-49.0,2.9038,920.75,3
456,335.33,0.31893,0.36516,-0.99434,2,-49.0,2.8685,920.75,3
457,335.5,0.33066,0.38813,-0.97154,3,-59.5,0.049087,921.75,3
458,335.63,0.33066,0.38813,-0.97154,2,-51.0,2.2657,921.75,3
459,335.75,0.40101,0.38813,-0.94873,2,-51.5,1.988,922.25,3
460,335.83,0.40101,0.38813,-0.94873,2,-53.5,1.534,923.25,3
461,336.0,0.31893,0.38813,-0.97154,2,-53.0,1.4834,923.25,3
462,336.25,0.33066,0.39961,-0.96014,2,-48.5,0.059825,920.25,3
463,336.33,0.33066,0.37665,-0.97154,3,-62.0,0.7808,925.75,3
464,336.5,0.33066,0.37665,-0.97154,3,-61.5,1.4419,924.25,3
465,337.0,0.64724,0.28478,-0.85751,2,-52.0,1.7211,922.75,3
466,337.08,0.64724,0.28478,-0.85751,2,-52.0,1.7288,922.75,3
467,337.25,0.31893,0.38813,-0.97154,2,-54.0,1.3438,923.75,3
468,337.5,0.36583,0.37665,-0.98294,2,-49.5,5.7402,921.25,3
469,337.58,0.36583,0.37665,-0.98294,2,-49.5,2.6277,921.25,3
470,337.63,0.36583,0.37665,-0.98294,2,-49.5,2.663,921.25,3
471,337.78,0.57689,0.23885,-0.89172,2,-49.5,2.4007,921.75,3
472,337.83,0.57689,0.23885,-0.89172,2,-49.5,2.416,921.75,3
473,338.0,0.31893,0.33072,-0.99434,2,-49.5,2.4605,921.75,3
474,338.05,0.31893,0.33072,-0.99434,2,-49.5,2.4758,921.75,3
475,338.1,0.74105,0.19292,-0.85751,2,-50.0,2.1629,922.25,3
476,338.25,0.55344,0.26182,-0.89172,2,-52.0,1.6398,923.25,3
477,338.5,0.67069,0.23885,-0.86891,2,-47.5,3.4806,920.25,3
478,338.75,0.30721,0.35368,-0.99434,2,-47.5,3.4668,920.25,3
479,339.0,0.40101,0.3422,-0.97154,3,-60.5,4.7339,924.25,3
480,339.5,0.60034,0.23885,-0.88031,3,-59.0,5.6082,922.75,3
481,339.75,0.60034,0.23885,-0.88031,3,-60.0,5.0514,923.75,3
482,339.8,0.60034,0.23885,-0.88031,2,-53.0,1.4189,923.75,3
483,339.85,0.36583,0.35368,-1.0057,2,-48.5,2.7673,921.25,3
484,339.9,0.36583,0.35368,-1.0057,2,-48.5,2.7949,921.25,3
485,340.0,0.69414,0.16995,-0.8347,2,-48.5,2.7903,921.25,3
486,340.25,0.33066,0.33072,-1.0057,2,-49.5,2.4682,921.75,3
487,340.33,0.33066,0.33072,-1.0057,2,-49.5,2.4835,921.75,3
488,340.38,0.38928,0.3422,-0.98294,2,-49.5,2.4636,921.75,3
489,340.5,0.38928,0.3422,-0.98294,2,-49.5,2.4712,921.75,3
490,340.58,0.38928,0.3422,-0.98294,2,-50.5,2.1675,922.25,3
491,340.75,0.31893,0.3422,-0.97154,2,-52.0,1.6429,923.25,3
492,340.83,0.40101,0.3422,-0.97154,3,-59.5,5.2217,923.25,3
493,341.0,0.40101,0.3422,-0.97154,3,-62.0,1.0063,925.25,3
494,341.08,0.40101,0.3422,-0.97154,2,-47.5,3.4929,920.25,3
495,341.5,0.65897,0.21588,-0.8461,3,-60.5,1.5846,924.25,3
496,342.0,0.58862,0.26182,-0.89172,3,-60.0,1.8761,923.75,3
497,342.25,0.58862,0.26182,-0.89172,2,-52.5,1.4603,923.75,3
498,342.35,0.37756,0.33072,-0.98294,2,-48.5,2.8348,921.25,3
499,342.38,0.30721,0.33072,-1.0172,3,-59.0,0.21629,921.25,3
500,342.5,0.30721,0.33072,-1.0172,2,-48.0,0.046019,920.75,3
501,342.58,0.30721,0.31923,-1.0172,2,-48.0,0.046019,920.75,3
502,342.63,0.31893,0.33072,-0.99434,2,-48.0,0.036816,920.75,3
503,342.75,0.31893,0.33072,-0.99434,2,-49.0,2.5065,921.75,3
504,342.83,0.44791,0.33072,-0.96014,3,-59.0,6.1605,921.75,3
505,342.88,0.44791,0.33072,-0.96014,2,-50.0,2.1798,922.25,3
506,343.0,0.34238,0.3422,-0.98294,2,-50.0,2.1752,922.25,3
507,343.33,0.41273,0.3422,-0.96014,3,-62.0,1.0446,925.25,3
508,343.5,0.41273,0.3422,-0.96014,3,-58.0,0.90812,920.25,3
509,343.75,0.33066,0.3422,-0.97154,3,-63.0,0.76392,925.75,3
510,344.0,0.33066,0.3422,-0.97154,3,-60.5,1.6045,924.25,3
511,344.1,0.33066,0.3422,-0.97154,3,-61.0,1.33,924.75,3
512,344.25,0.35411,0.35368,-0.97154,3,-59.5,5.5499,922.75,3
513,344.5,0.35411,0.35368,-0.97154,3,-59.5,5.5622,922.75,3
514,344.58,0.35411,0.35368,-0.97154,2,-53.0,1.422,923.75,3
515,344.75,0.49481,0.30775,-0.91452,2,-48.5,2.7826,921.25,3
516,344.83,0.34238,0.35368,-0.98294,2,-48.0,0.0092039,920.75,3
517,345.0,0.30721,0.3422,-0.98294,2,-48.0,0.026078,920.75,3
518,345.08,0.34238,0.33072,-1.0057,2,-49.0,2.4835,921.75,3
519,345.1,0.34238,0.33072,-1.0057,2,-49.0,2.4989,921.75,3
520,345.25,0.43619,0.31923,-0.96014,3,-59.5,6.1651,921.75,3
521,345.33,0.43619,0.31923,-0.96014,2,-50.0,2.1951,922.25,3
522,345.5,0.30721,0.33072,-0.99434,2,-50.0,2.2074,922.25,3
523,345.58,0.30721,0.33072,-0.99434,2,-51.5,1.7104,923.25,3
524,345.63,0.30721,0.33072,-0.99434,3,-60.0,5.2616,923.25,3
525,345.68,0.30721,0.33072,-0.99434,3,-59.5,5.2968,923.25,3
526,345.75,0.30721,0.33072,-0.99434,3,-61.5,1.0462,925.25,3
527,346.0,0.29548,0.30775,-1.0057,3,-58.0,0.8805,920.25,3
528,346.08,0.29548,0.30775,-1.0057,3,-57.5,0.91732,920.25,3
529,346.5,0.63552,0.2044,-0.86891,2,-53.0,1.2686,924.25,3
530,346.6,0.63552,0.2044,-0.86891,3,-60.5,1.5769,924.25,3
531,346.65,0.63552,0.2044,-0.86891,3,-61.0,1.3192,924.75,3
532,346.75,0.36583,0.28478,-0.98294,2,-50.5,1.985,922.75,3
533,347.25,0.60034,0.18143,-0.91452,2,-48.5,2.8302,921.25,3
534,347.33,0.28376,0.30775,-1.0172,2,-48.5,5.9626,921.25,3
535,347.38,0.30721,0.31923,-1.0057,3,-58.5,0.48781,920.75,3
536,347.5,0.30721,0.31923,-1.0057,3,-59.0,0.48167,920.75,3
537,347.58,0.30721,0.31923,-1.0057,2,-49.0,2.4912,921.75,3
538,347.63,0.30721,0.3422,-1.0172,2,-49.5,2.4804,921.75,3
539,347.75,0.30721,0.3422,-1.0172,2,-49.0,2.4958,921.75,3
540,347.8,0.38928,0.30775,-0.98294,3,-59.5,5.8368,922.25,3
541,348.0,0.38928,0.30775,-0.98294,3,-59.5,5.8767,922.25,3
542,348.08,0.38928,0.30775,-0.98294,3,-60.0,5.3014,923.25,3
543,348.5,0.64724,0.21588,-0.86891,2,-47.5,3.5895,920.25,3
544,348.6,0.33066,0.3422,-0.99434,2,-47.5,3.5941,920.25,3
545,348.63,0.33066,0.3422,-0.98294,3,-63.0,0.75625,925.75,3
546,348.75,0.33066,0.3422,-0.98294,3,-61.0,4.7293,924.25,3
547,349.25,0.42446,0.36516,-0.94873,2,-51.0,1.9175,922.75,3
548,349.5,0.77622,0.2044,-0.8119,2,-53.0,1.4327,923.75,3
549,349.58,0.77622,0.2044,-0.8119,3,-60.0,5.013,923.75,3
550,349.75,0.35411,0.35368,-0.97154,2,-49.0,2.8179,921.25,3
551,349.85,0.35411,0.35368,-0.97154,2,-48.5,0.033748,920.75,3
552,350.0,0.35411,0.3422,-0.97154,2,-48.0,0.041417,920.75,3
553,350.08,0.35411,0.35368,-0.98294,2,-49.5,2.482,921.75,3
554,350.25,0.36583,0.35368,-0.97154,2,-50.0,2.2074,922.25,3
555,350.5,0.49481,0.33072,-0.94873,2,-52.0,1.6736,923.25,3
