,time_seconds,Accelaration in G Frontal,Accelaration in G Vertical,Accelaration in G Lateral,ID Antenna Sensor,RSSI,Phase,Frequency,Activity
1415,415.75,0.41273,0.93932,0.11175,4,-58.5,0.75318,924.25,1
1416,416.0,0.41273,0.93932,0.11175,1,-58.0,5.711,920.75,1
1417,416.25,0.41273,0.93932,0.11175,4,-58.0,4.9179,923.25,1
1418,416.5,0.41273,0.93932,0.11175,4,-58.0,5.9411,922.25,1
1419,416.75,0.41273,0.93932,0.11175,1,-58.5,6.1467,923.75,1
1420,417.5,0.45964,0.92784,0.14596,1,-58.5,0.85443,922.75,1
1421,418.0,0.45964,0.92784,0.14596,3,-62.5,0.61206,920.25,1
1422,418.5,0.47136,0.91636,0.13456,4,-58.0,1.6889,923.25,1
1423,418.75,0.47136,0.91636,0.13456,4,-58.0,5.823,922.25,1
1424,419.0,0.47136,0.91636,0.13456,4,-59.5,5.8997,925.25,1
1425,419.5,0.47136,0.91636,0.13456,1,-57.5,4.7001,921.75,1
1426,419.75,0.47136,0.91636,0.13456,1,-61.0,1.1536,925.75,1
1427,420.25,0.44791,0.93932,0.10035,1,-58.0,6.1605,920.25,1
1428,420.75,0.44791,0.93932,0.10035,1,-59.5,5.6343,924.25,1
1429,421.0,0.44791,0.93932,0.10035,1,-57.5,5.6128,920.75,1
1430,421.08,0.44791,0.93932,0.10035,4,-57.5,1.4557,923.25,1
1431,421.25,0.44791,0.93932,0.10035,1,-57.0,4.2046,922.25,1
1432,421.5,0.44791,0.93932,0.10035,4,-59.0,5.757,925.25,1
1433,421.75,0.44791,0.93932,0.10035,4,-58.0,0.99402,923.75,1
1434,421.85,0.44791,0.93932,0.10035,4,-57.5,6.1605,921.75,1
1435,422.25,0.47136,0.92784,0.15736,1,-57.0,0.58905,922.75,1
1436,422.5,0.47136,0.92784,0.15736,1,-56.0,5.0483,921.25,1
1437,422.6,0.47136,0.92784,0.15736,4,-57.5,0.30833,921.25,1
1438,422.75,0.47136,0.92784,0.15736,4,-57.5,4.4424,920.25,1
1439,423.0,0.47136,0.92784,0.15736,4,-58.5,6.1421,924.75,1
1440,423.1,0.47136,0.92784,0.15736,4,-58.0,0.36662,924.25,1
1441,423.25,0.47136,0.92784,0.15736,1,-57.0,5.4932,920.75,1
1442,423.75,0.40101,0.93932,0.11175,4,-57.0,5.4809,922.25,1
1443,424.0,0.40101,0.93932,0.11175,4,-59.0,5.6404,925.25,1
1444,424.1,0.40101,0.93932,0.11175,4,-57.5,0.89738,923.75,1
1445,424.25,0.40101,0.93932,0.11175,1,-56.5,1.5202,921.75,1
1446,424.75,0.52999,0.90487,0.18017,1,-57.0,0.66115,922.75,1
1447,425.0,0.52999,0.90487,0.18017,1,-57.0,1.939,921.25,1
1448,425.1,0.52999,0.90487,0.18017,1,-57.0,5.9795,920.25,1
1449,425.25,0.52999,0.90487,0.18017,4,-58.5,6.1574,924.75,1
1450,425.5,0.52999,0.90487,0.18017,1,-57.5,5.5162,924.25,1
1451,425.75,0.52999,0.90487,0.18017,4,-57.5,0.89278,920.75,1
1452,425.83,0.52999,0.90487,0.18017,1,-56.5,5.6358,920.75,1
1453,426.0,0.52999,0.90487,0.18017,4,-57.5,1.6828,923.25,1
1454,426.5,0.47136,0.91636,0.14596,1,-59.0,1.6076,925.25,1
1455,426.6,0.47136,0.91636,0.14596,3,-58.0,1.2701,923.75,1
1456,426.75,0.47136,0.91636,0.14596,3,-58.0,5.803,921.75,1
1457,427.0,0.47136,0.91636,0.14596,1,-60.0,1.1904,925.75,1
1458,427.25,0.47136,0.91636,0.14596,1,-57.5,0.60746,922.75,1
1459,427.35,0.47136,0.91636,0.14596,1,-57.0,1.9359,921.25,1
1460,427.5,0.47136,0.91636,0.14596,4,-57.5,4.5437,920.25,1
1461,427.75,0.47136,0.91636,0.14596,4,-59.0,0.021476,924.75,1
1462,428.25,0.49481,0.90487,0.14596,4,-57.5,0.86977,920.75,1
1463,428.38,0.49481,0.90487,0.14596,1,-58.0,0.10738,923.25,1
1464,428.5,0.49481,0.90487,0.14596,3,-56.5,5.5622,922.25,1
1465,428.75,0.49481,0.90487,0.14596,3,-56.5,5.6374,922.25,1
1466,429.0,0.49481,0.90487,0.14596,1,-59.0,6.0991,923.75,1
1467,429.25,0.49481,0.90487,0.14596,4,-65.0,1.7288,925.75,1
1468,429.75,0.49481,0.90487,0.14596,1,-58.0,0.28532,922.75,1
1469,430.0,0.40101,0.97377,0.054735,1,-58.0,6.2234,920.25,1
1470,430.25,0.40101,0.97377,0.054735,4,-57.5,0.021476,924.75,1
1471,430.5,0.40101,0.97377,0.054735,4,-57.5,0.54763,924.25,1
1472,430.75,0.40101,0.97377,0.054735,1,-57.5,5.8936,920.75,1
1473,430.85,0.40101,0.97377,0.054735,1,-57.5,0.50621,923.25,1
1474,431.0,0.40101,0.97377,0.054735,3,-58.5,1.8607,922.25,1
1475,431.5,0.40101,0.95081,0.12315,4,-58.0,0.75779,923.75,1
1476,431.6,0.40101,0.95081,0.12315,3,-58.5,5.2968,921.75,1
1477,431.75,0.40101,0.95081,0.12315,1,-59.0,1.491,925.75,1
1478,432.0,0.40101,0.95081,0.12315,1,-57.0,1.0293,922.75,1
1479,432.25,0.40101,0.95081,0.12315,1,-56.5,5.4456,921.25,1
1480,432.35,0.40101,0.95081,0.12315,1,-57.5,0.053689,920.25,1
1481,432.75,0.41273,0.92784,0.12315,4,-58.0,0.32674,924.25,1
1482,433.0,0.41273,0.92784,0.12315,3,-59.5,5.938,920.75,1
1483,433.28,0.41273,0.92784,0.12315,4,-57.0,1.3177,923.25,1
1484,433.35,0.41273,0.92784,0.12315,4,-57.0,1.3606,923.25,1
1485,433.5,0.41273,0.92784,0.12315,1,-57.0,1.3606,922.25,1
1486,433.75,0.41273,0.92784,0.12315,3,-60.0,5.869,925.25,1
1487,434.0,0.41273,0.92784,0.12315,1,-58.0,6.2694,923.75,1
1488,434.1,0.41273,0.92784,0.12315,4,-57.0,5.9703,921.75,1
1489,434.5,0.40101,0.97377,0.12315,4,-56.5,1.8546,922.75,1
1490,434.75,0.40101,0.97377,0.12315,4,-57.5,0.28532,921.25,1
1491,434.85,0.40101,0.97377,0.12315,1,-57.0,0.033748,920.25,1
1492,435.0,0.40101,0.97377,0.12315,3,-59.5,0.17794,924.75,1
1493,435.25,0.40101,0.97377,0.12315,1,-58.0,5.8368,924.25,1
1494,435.5,0.40101,0.97377,0.12315,1,-56.5,5.7248,920.75,1
1495,435.58,0.40101,0.97377,0.12315,1,-58.0,0.58905,923.25,1
1496,436.25,0.40101,0.93932,0.077541,1,-59.0,5.5499,923.75,1
1497,436.5,0.40101,0.93932,0.077541,1,-57.0,4.5789,921.75,1
1498,436.6,0.40101,0.93932,0.077541,4,-61.5,5.0944,925.75,1
1499,437.0,0.40101,0.93932,0.077541,4,-57.5,1.7058,922.75,1
1500,439.0,0.49481,0.92784,0.20297,4,-58.0,5.9426,921.75,1
1501,439.25,0.49481,0.92784,0.20297,1,-59.0,1.1106,922.75,1
1502,439.5,0.49481,0.92784,0.20297,1,-58.5,5.4226,921.25,1
1503,439.75,0.49481,0.92784,0.20297,4,-58.0,4.1203,920.25,1
1504,440.25,0.49481,0.92784,0.20297,4,-59.0,0.32214,924.25,1
1505,440.5,0.49481,0.92784,0.20297,1,-60.0,0.58291,923.25,1
1506,440.75,0.49481,0.92784,0.20297,4,-57.5,5.7463,922.25,1
1507,441.5,0.30721,0.96229,0.10035,3,-63.0,5.7908,921.75,1
1508,442.25,0.30721,0.96229,0.10035,1,-58.5,0.17334,920.25,1
1509,442.5,0.30721,0.96229,0.10035,1,-60.0,5.958,924.25,1
1510,443.0,0.30721,0.96229,0.10035,1,-59.0,3.723,923.25,1
1511,443.5,0.33066,0.95081,0.11175,1,-59.0,6.2234,923.75,1
1512,444.0,0.33066,0.95081,0.11175,4,-58.0,5.9319,921.75,1
1513,444.25,0.33066,0.95081,0.11175,1,-58.5,0.53996,922.75,1
1514,445.0,0.55344,0.85894,0.22578,1,-59.5,2.37,924.25,1
1515,445.25,0.55344,0.85894,0.22578,1,-58.0,5.7555,920.75,1
1516,445.5,0.55344,0.85894,0.22578,3,-61.0,4.4501,923.25,1
1517,446.0,0.55344,0.85894,0.22578,4,-58.0,4.8121,925.25,1
1518,446.1,0.55344,0.85894,0.22578,4,-57.5,6.2004,923.75,1
1519,446.5,0.35411,0.98526,0.020525,4,-59.0,4.3442,925.75,1
1520,446.75,0.35411,0.98526,0.020525,1,-57.5,4.1816,922.75,1
1521,446.88,0.35411,0.98526,0.020525,1,-56.0,5.5039,921.25,1
1522,447.0,0.35411,0.98526,0.020525,3,-60.5,0.26384,920.25,1
1523,447.25,0.35411,0.98526,0.020525,3,-59.0,0.21629,924.75,1
1524,447.53,0.35411,0.98526,0.020525,3,-59.0,0.58291,924.25,1
1525,447.63,0.35411,0.98526,0.020525,3,-59.5,6.1405,920.75,1
1526,448.0,0.44791,0.91636,0.13456,4,-57.5,5.0683,922.25,1
1527,448.25,0.44791,0.91636,0.13456,1,-59.5,2.0157,925.25,1
1528,448.5,0.44791,0.91636,0.13456,4,-58.5,0.72557,923.75,1
1529,448.75,0.44791,0.91636,0.13456,1,-57.0,5.0805,921.75,1
1530,449.0,0.44791,0.91636,0.13456,4,-57.5,1.7717,922.75,1
1531,449.25,0.44791,0.91636,0.13456,1,-57.5,5.5868,921.25,1
1532,449.5,0.44791,0.91636,0.13456,4,-57.5,4.4547,920.25,1
1533,449.75,0.44791,0.91636,0.13456,3,-62.0,0.23163,924.75,1
1534,450.25,0.36583,0.95081,0.12315,4,-57.5,1.3116,923.25,1
1535,450.5,0.36583,0.95081,0.12315,4,-57.0,5.3766,922.25,1
1536,450.75,0.36583,0.95081,0.12315,1,-60.5,1.9589,925.25,1
1537,451.0,0.36583,0.95081,0.12315,1,-59.0,0.061359,923.75,1
1538,451.25,0.36583,0.95081,0.12315,3,-61.0,5.3076,921.75,1
1539,451.75,0.36583,0.95081,0.12315,1,-57.5,5.2125,921.25,1
1540,451.85,0.36583,0.95081,0.12315,4,-58.0,4.1571,920.25,1
1541,452.75,0.34238,0.98526,0.043332,1,-57.0,5.4917,923.25,1
1542,453.5,0.34238,0.98526,0.043332,1,-59.0,5.6619,923.75,1
1543,453.63,0.34238,0.98526,0.043332,1,-58.5,1.5002,921.75,1
1544,454.5,0.30721,0.93932,0.088944,4,-56.5,6.1881,920.25,1
1545,454.75,0.30721,0.93932,0.088944,4,-58.0,5.7264,924.25,1
1546,455.0,0.30721,0.93932,0.088944,3,-62.5,1.0738,920.75,1
1547,455.25,0.30721,0.93932,0.088944,1,-59.0,4.5697,922.25,1
1548,455.75,0.30721,0.93932,0.088944,4,-60.0,0.47093,923.75,1
1549,456.0,0.30721,0.93932,0.088944,1,-57.5,4.832,921.75,1
1550,456.5,0.30721,0.93932,0.088944,1,-58.0,3.9515,922.75,1
1551,456.75,0.30721,0.93932,0.088944,1,-57.0,5.4196,921.25,1
1552,456.85,0.30721,0.93932,0.088944,1,-57.0,0.15186,920.25,1
1553,457.5,0.35411,0.95081,0.12315,1,-56.5,5.8675,920.75,1
1554,457.75,0.35411,0.95081,0.12315,3,-62.5,5.056,922.25,1
1555,458.25,0.35411,0.95081,0.12315,4,-59.0,0.73478,923.75,1
1556,458.5,0.35411,0.95081,0.12315,1,-57.0,4.9041,921.75,1
1557,458.75,0.35411,0.95081,0.12315,4,-58.0,1.4956,922.75,1
1558,459.0,0.35411,0.95081,0.12315,1,-57.5,0.57678,922.75,1
1559,459.25,0.31893,0.98526,0.077541,4,-59.0,5.2692,924.75,1
1560,459.5,0.31893,0.98526,0.077541,1,-58.0,1.8577,924.25,1
1561,460.0,0.31893,0.98526,0.077541,1,-57.0,5.1588,920.75,1
1562,460.25,0.31893,0.98526,0.077541,1,-58.5,6.1835,922.25,1
1563,460.75,0.31893,0.98526,0.077541,3,-58.5,0.23623,923.75,1
1564,460.85,0.31893,0.98526,0.077541,1,-57.0,0.96181,921.75,1
1565,461.5,0.61207,0.95081,0.10035,4,-58.5,6.116,921.25,1
1566,461.6,0.61207,0.95081,0.10035,1,-57.5,0.81915,920.25,1
1567,461.75,0.61207,0.95081,0.10035,4,-61.0,2.436,924.75,1
1568,462.0,0.61207,0.95081,0.10035,1,-57.0,4.5114,924.25,1
1569,462.5,0.51826,0.99674,0.031928,3,-58.5,0.68262,923.25,1
1570,462.6,0.51826,0.99674,0.031928,3,-60.5,1.4834,922.25,1
1571,463.5,0.62379,0.88191,0.20297,3,-67.5,5.6696,925.75,1
1572,463.75,0.62379,0.88191,0.20297,4,-57.5,6.2786,921.25,1
1573,464.0,0.62379,0.88191,0.20297,3,-68.5,2.2043,920.25,1
1574,464.5,0.62379,0.88191,0.20297,1,-58.5,0.001534,924.25,1
1575,464.75,0.62379,0.88191,0.20297,1,-56.5,6.0163,920.75,1
1576,465.0,0.34238,0.95081,0.11175,1,-57.0,4.6832,922.25,1
1577,465.25,0.34238,0.95081,0.11175,1,-60.0,5.464,925.25,1
1578,465.75,0.34238,0.95081,0.11175,4,-57.5,5.329,921.75,1
1579,466.0,0.34238,0.95081,0.11175,1,-60.5,5.1373,925.75,1
1580,466.25,0.34238,0.95081,0.11175,1,-57.5,2.3669,921.25,1
1581,466.75,0.14305,1.0197,0.077541,4,-59.5,5.7662,924.75,1
1582,467.25,0.14305,1.0197,0.077541,3,-64.5,4.9287,920.75,1
1583,467.5,0.14305,1.0197,0.077541,1,-57.0,1.5278,922.25,1
1584,467.75,0.14305,1.0197,0.077541,3,-66.0,5.1741,925.25,1
1585,468.5,0.2134,1.0082,0.10035,1,-57.5,1.1612,922.75,1
1586,468.75,0.2134,1.0082,0.10035,1,-57.0,5.5315,921.25,1
1587,469.0,0.2134,1.0082,0.10035,1,-57.0,0.1626,920.25,1
1588,469.25,0.2134,1.0082,0.10035,1,-59.0,5.9028,924.75,1
1589,469.5,0.2134,1.0082,0.10035,1,-57.0,5.9902,920.75,1
1590,470.0,0.28376,0.97377,0.12315,4,-57.5,5.2339,922.25,1
1591,470.25,0.28376,0.97377,0.12315,1,-59.5,2.2626,925.25,1
1592,470.5,0.28376,0.97377,0.12315,4,-57.5,5.757,921.75,1
1593,471.75,0.28376,0.97377,0.12315,4,-58.5,0.26998,924.25,4
1594,472.25,0.28376,0.97377,0.12315,4,-58.5,5.6865,923.25,4
1595,472.75,0.28376,0.97377,0.12315,4,-57.0,0.81915,925.25,4
1596,473.25,0.35411,0.98526,0.10035,4,-56.5,1.3944,925.75,4
1597,486.0,0.52999,0.87042,0.031928,4,-64.5,1.1137,920.25,1
1598,486.5,0.84658,0.64076,-0.0022806,4,-60.5,1.2548,924.25,1
1599,486.6,0.84658,0.64076,-0.0022806,4,-58.0,4.8796,920.75,1
1600,486.75,0.84658,0.64076,-0.0022806,1,-57.0,1.4358,920.75,1
1601,487.0,1.1045,0.19292,-0.070699,4,-61.0,6.208,922.25,3
1602,487.75,1.2452,0.15847,0.043332,4,-60.5,4.0973,921.75,3
1603,488.0,1.0576,0.1355,-0.03649,4,-60.0,0.099709,922.75,3
1604,488.1,1.0576,0.1355,-0.03649,4,-59.5,0.021476,922.75,3
1605,488.28,1.0576,0.1355,-0.03649,3,-50.0,6.1221,921.25,3
1606,488.5,1.0928,-0.025263,0.0091224,3,-54.0,0.42031,924.75,3
1607,489.0,1.0107,-0.048229,-0.013684,4,-60.5,5.2247,920.75,3
1608,489.13,1.0107,-0.048229,-0.013684,3,-50.5,0.021476,920.75,3
1609,489.25,1.0107,-0.048229,-0.013684,4,-60.5,5.1649,920.75,3
1610,489.5,0.98728,-0.071196,0.031928,3,-50.5,5.2171,922.25,3
1611,489.6,0.98728,-0.071196,0.031928,1,-58.0,5.2431,922.25,3
1612,490.0,1.2218,-0.094162,0.077541,4,-62.0,0.87437,921.75,3
1613,490.5,0.91693,-0.01378,-0.093505,4,-63.5,5.981,922.75,3
1614,490.75,0.94038,-0.01378,-0.025087,4,-63.0,2.3547,920.25,3
1615,491.25,1.1514,-0.10565,0.066138,4,-65.0,1.1198,924.75,3
1616,491.35,1.1514,-0.10565,0.066138,1,-59.0,0.10431,924.25,3
1617,491.5,0.89348,-0.036746,-0.059296,4,-62.5,5.6251,923.25,3
1618,492.0,1.1983,-0.12861,0.066138,4,-62.0,0.35588,922.25,3
1619,492.1,1.1983,-0.12861,0.066138,4,-65.5,3.7552,925.25,3
1620,492.25,1.1983,-0.12861,0.066138,4,-63.0,1.9282,923.75,3
1621,492.5,1.1983,-0.12861,0.066138,1,-57.5,2.2304,921.75,3
1622,492.63,1.1983,-0.12861,0.066138,4,-62.0,3.907,921.75,3
1623,493.0,1.1045,-0.059712,0.031928,3,-50.5,4.8704,922.75,3
1624,493.1,1.1045,-0.059712,0.031928,4,-62.5,2.8225,922.75,3
1625,493.25,0.99901,-0.0022966,-0.047893,4,-61.5,4.4163,921.25,3
1626,494.0,1.0928,-0.048229,0.020525,1,-58.0,0.96641,923.25,3
1627,494.5,1.2804,-0.17454,0.088944,1,-58.5,5.4963,925.25,3
1628,494.75,1.2804,-0.17454,0.088944,3,-51.0,4.3995,923.75,3
1629,494.85,1.2804,-0.17454,0.088944,1,-58.5,0.50008,923.75,3
1630,495.5,0.98728,-0.0022966,-0.03649,4,-62.5,1.2625,921.25,3
1631,495.6,0.98728,-0.0022966,-0.03649,1,-57.5,5.7294,921.25,3
1632,495.75,0.98728,-0.0022966,-0.03649,4,-63.0,5.3521,920.25,3
1633,496.0,0.98728,-0.0022966,-0.03649,1,-58.5,5.8337,924.75,3
1634,496.1,0.98728,-0.0022966,-0.03649,4,-65.5,4.0773,924.75,3
1635,496.5,1.2218,-0.094162,0.066138,3,-50.5,4.5605,923.25,3
1636,496.6,1.2218,-0.094162,0.066138,3,-50.5,4.5636,923.25,3
1637,496.75,0.9521,-0.0022966,-0.03649,1,-57.5,1.7104,922.25,3
1638,497.0,0.9521,-0.0022966,-0.03649,4,-64.0,1.85,923.75,3
1639,497.25,0.99901,-0.0022966,-0.03649,1,-57.0,5.3337,921.75,3
1640,497.5,0.99901,-0.0022966,-0.03649,4,-62.0,3.9331,921.75,3
1641,497.75,0.99901,-0.0022966,-0.03649,3,-50.0,4.9287,922.75,3
1642,497.85,0.99901,-0.0022966,-0.03649,1,-57.5,1.3254,922.75,3
1643,497.93,0.99901,-0.0022966,-0.03649,4,-62.5,5.9672,922.75,3
1644,498.25,1.2687,-0.14009,0.088944,4,-63.0,2.2258,920.25,3
1645,498.5,1.2687,-0.14009,0.088944,4,-66.0,0.9434,924.75,3
1646,498.75,1.0928,-0.048229,0.0091224,4,-62.5,4.8581,920.75,3
1647,499.0,1.0928,-0.048229,0.0091224,3,-51.0,4.5575,923.25,3
1648,499.1,1.0928,-0.048229,0.0091224,1,-57.5,0.89738,923.25,3
1649,499.25,1.3039,-0.15158,0.10035,1,-58.5,5.4257,925.25,3
1650,499.75,1.0107,-0.0022966,-0.03649,3,-50.0,5.4809,921.75,3
1651,499.85,1.0107,-0.0022966,-0.03649,4,-62.5,3.8564,921.75,3
1652,500.0,1.0107,-0.0022966,-0.03649,4,-67.0,0.067495,925.75,3
1653,500.25,1.2687,-0.15158,0.12315,4,-62.5,5.9672,922.75,3
1654,500.5,1.2687,-0.15158,0.12315,3,-50.0,5.912,921.25,3
1655,500.65,1.2687,-0.15158,0.12315,4,-62.0,4.4455,921.25,3
1656,500.75,1.1749,-0.11713,0.066138,1,-58.5,5.9258,924.75,3
1657,501.25,1.0811,-0.059712,0.020525,3,-50.0,0.044485,920.75,3
1658,501.38,1.0811,-0.059712,0.020525,1,-57.5,0.96948,923.25,3
1659,501.5,1.0811,-0.059712,0.020525,1,-57.5,0.95414,923.25,3
1660,501.63,1.0811,-0.059712,0.020525,4,-62.5,0.28992,922.25,3
1661,501.75,1.2687,-0.15158,0.088944,4,-65.5,3.6877,925.25,3
1662,502.25,0.98728,-0.025263,-0.047893,4,-62.5,3.9101,921.75,3
1663,502.35,0.98728,-0.025263,-0.047893,3,-53.5,0.0,925.75,3
1664,502.75,1.2101,-0.094162,0.066138,3,-50.5,4.8581,922.75,3
1665,502.85,1.2101,-0.094162,0.066138,4,-63.0,5.9411,922.75,3
1666,503.0,0.99901,-0.0022966,-0.047893,4,-62.5,4.3703,921.25,3
1667,503.13,0.99901,-0.0022966,-0.047893,4,-63.0,5.329,920.25,3
1668,503.25,0.99901,-0.0022966,-0.047893,1,-58.5,5.8521,924.75,3
1669,503.5,0.99901,-0.0022966,-0.047893,4,-64.5,1.3821,924.25,3
1670,503.75,0.9052,-0.0022966,-0.059296,3,-50.5,6.1559,920.75,3
1671,503.88,0.9052,-0.0022966,-0.059296,4,-62.5,4.8581,920.75,3
1672,504.0,0.9052,-0.0022966,-0.059296,4,-63.0,2.304,923.25,3
1673,504.25,1.0107,-0.0022966,-0.013684,4,-66.0,0.53383,925.25,3
1674,504.5,1.0107,-0.0022966,-0.013684,1,-58.0,0.47707,923.75,3
1675,504.75,1.1983,-0.11713,0.077541,3,-50.5,5.6435,921.75,3
1676,504.85,1.1983,-0.11713,0.077541,4,-62.5,0.82682,921.75,3
1677,505.0,1.1045,-0.071196,0.031928,3,-50.0,5.0023,922.75,3
1678,505.1,1.1045,-0.071196,0.031928,1,-57.5,1.3376,922.75,3
1679,505.25,1.1045,-0.071196,0.031928,4,-62.0,4.467,921.25,3
1680,505.5,1.0225,-0.01378,-0.025087,3,-50.5,0.32674,920.25,3
1681,505.63,1.0225,-0.01378,-0.025087,4,-63.0,2.2887,920.25,3
1682,505.75,1.0225,-0.01378,-0.025087,4,-65.0,4.1356,924.75,3
1683,506.25,1.1397,-0.082679,0.043332,3,-50.5,4.582,923.25,3
1684,506.35,1.1397,-0.082679,0.043332,3,-50.5,4.582,923.25,3
1685,506.5,1.1749,-0.10565,0.054735,4,-63.0,3.361,922.25,3
1686,506.6,1.1749,-0.10565,0.054735,3,-53.0,0.27918,925.25,3
1687,506.75,1.0459,-0.025263,-0.025087,4,-64.0,1.853,923.75,3
1688,507.25,1.0107,0.0091865,-0.03649,3,-50.0,5.4932,921.75,3
1689,507.35,1.0107,0.0091865,-0.03649,4,-62.5,3.8871,921.75,3
1690,507.5,0.92865,-0.0022966,-0.059296,4,-63.5,5.9212,922.75,3
1691,508.5,0.96383,-0.0022966,-0.03649,3,-50.0,0.018408,920.75,3
1692,508.63,0.96383,-0.0022966,-0.03649,1,-58.0,6.208,920.75,3
1693,508.75,0.96383,-0.0022966,-0.03649,4,-63.0,2.3378,923.25,3
1694,509.0,1.1983,-0.10565,0.077541,4,-63.0,0.23623,922.25,3
1695,509.25,1.3039,-0.15158,0.11175,3,-51.0,1.2257,923.75,3
1696,509.5,1.3039,-0.15158,0.11175,1,-58.5,0.42951,923.75,3
1697,509.6,1.3039,-0.15158,0.11175,4,-62.5,0.76085,921.75,3
1698,509.75,1.128,-0.059712,0.043332,3,-50.5,4.9057,922.75,3
1699,510.0,1.128,-0.059712,0.043332,1,-57.5,1.2824,922.75,3
1700,510.1,1.128,-0.059712,0.043332,1,-57.5,1.2732,922.75,3
1701,510.25,1.128,-0.059712,0.043332,4,-62.5,4.3565,921.25,3
1702,510.5,1.3156,-0.15158,0.10035,4,-65.5,4.0697,924.75,3
1703,511.0,0.94038,-0.0022966,-0.047893,1,-57.5,6.1651,920.75,3
1704,511.1,0.94038,-0.0022966,-0.047893,1,-58.0,0.83295,923.25,3
1705,511.25,0.94038,-0.0022966,-0.047893,3,-50.0,5.1388,922.25,3
1706,511.35,0.94038,-0.0022966,-0.047893,1,-57.0,1.6858,922.25,3
1707,512.0,1.257,-0.15158,0.088944,4,-63.0,0.68109,921.75,3
1708,512.25,0.9521,-0.0022966,-0.047893,3,-50.0,4.8152,922.75,3
1709,512.5,0.9521,-0.0022966,-0.047893,4,-63.0,5.9166,922.75,3
1710,512.6,0.9521,-0.0022966,-0.047893,3,-50.0,5.7724,921.25,3
1711,512.75,1.1163,-0.071196,0.020525,3,-50.0,0.17334,920.25,3
1712,512.83,1.1163,-0.071196,0.020525,4,-63.0,5.3091,920.25,3
1713,513.25,1.3625,-0.17454,0.11175,4,-65.0,1.3453,924.25,3
1714,513.5,1.3625,-0.17454,0.11175,1,-58.0,6.1804,920.75,3
1715,513.75,0.9521,0.0091865,-0.047893,1,-57.0,1.7119,922.25,3
1716,513.88,0.9521,0.0091865,-0.047893,4,-62.5,0.15033,922.25,3
1717,514.0,0.9521,0.0091865,-0.047893,4,-66.0,0.47247,925.25,3
1718,514.25,1.1397,-0.082679,0.054735,4,-62.0,3.8794,921.75,3
1719,514.75,1.0342,-0.0022966,-0.013684,4,-62.5,5.9472,922.75,3
1720,514.85,1.0342,-0.0022966,-0.013684,3,-50.0,4.9256,922.75,3
1721,515.0,0.94038,-0.0022966,-0.03649,3,-50.0,5.9396,921.25,3
1722,515.13,0.92865,-0.01378,-0.047893,1,-57.5,5.8537,921.25,3
1723,515.25,0.92865,-0.01378,-0.047893,1,-58.5,3.6724,920.25,3
1724,515.5,1.0107,-0.025263,-0.013684,4,-63.5,1.4419,924.25,3
1725,515.75,1.0107,-0.025263,-0.013684,3,-50.0,6.274,920.75,3
1726,515.83,1.0107,-0.025263,-0.013684,4,-62.0,4.9302,920.75,3
1727,516.0,1.2921,-0.17454,0.11175,4,-62.5,5.4717,923.25,3
1728,516.25,1.2921,-0.17454,0.11175,3,-50.0,5.1925,922.25,3
1729,516.38,1.2921,-0.17454,0.11175,4,-62.0,0.21629,922.25,3
1730,516.75,1.2218,-0.12861,0.066138,4,-62.0,3.8518,921.75,3
1731,517.25,1.2101,-0.11713,0.054735,4,-63.0,5.8951,922.75,3
1732,517.5,1.2101,-0.11713,0.054735,3,-50.0,5.7754,921.25,3
1733,517.6,1.2101,-0.11713,0.054735,1,-57.0,5.7095,921.25,3
1734,517.75,1.2218,-0.11713,0.066138,4,-63.0,2.1982,920.25,3
1735,518.0,1.2218,-0.11713,0.066138,4,-65.5,4.0451,924.75,3
1736,518.5,1.1866,-0.094162,0.043332,3,-50.5,4.5053,923.25,3
1737,518.6,1.1866,-0.094162,0.043332,1,-57.5,0.86056,923.25,3
1738,518.65,1.1866,-0.094162,0.043332,1,-57.5,0.8805,923.25,3
1739,518.75,1.1866,-0.094162,0.043332,3,-50.0,5.1189,922.25,3
1740,519.0,1.1749,-0.10565,0.066138,4,-63.0,1.8346,923.75,3
1741,519.25,1.1749,-0.10565,0.066138,4,-62.0,0.73631,921.75,3
1742,519.5,1.1749,-0.10565,0.066138,1,-59.0,5.0529,925.75,3
1743,519.75,0.92865,-0.01378,-0.03649,3,-50.0,4.964,922.75,3
1744,519.83,0.92865,-0.01378,-0.03649,4,-62.0,6.0055,922.75,3
1745,519.85,0.92865,-0.01378,-0.03649,3,-50.0,5.9028,921.25,3
1746,520.0,0.99901,-0.01378,-0.025087,4,-62.5,5.3996,920.25,3
1747,520.75,1.339,-0.16306,0.12315,4,-62.0,1.7242,920.75,3
1748,520.88,1.339,-0.16306,0.12315,4,-63.0,2.2657,923.25,3
1749,521.0,1.339,-0.16306,0.12315,4,-62.5,0.13806,922.25,3
1750,521.25,1.339,-0.16306,0.12315,4,-63.0,0.13959,922.25,3
1751,522.0,1.1749,-0.094162,0.020525,3,-50.0,4.8136,922.75,3
1752,522.25,1.1866,-0.10565,0.054735,4,-63.0,2.7596,922.75,3
1753,522.35,1.1866,-0.10565,0.054735,3,-50.0,5.7877,921.25,3
1754,522.38,1.1866,-0.10565,0.054735,1,-57.0,5.7217,921.25,3
1755,522.5,1.257,-0.12861,0.077541,4,-62.5,5.326,920.25,3
1756,522.75,1.257,-0.12861,0.077541,4,-65.5,0.91272,924.75,3
